months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
261,42,776860,OH,250/500,500,1337.56,0,FEMALE,College,prof-specialty,video-games,unmarried,1/12/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Riverwood,18,1,?,1,YES,74700,7470,14940,52290,Dodge,RAM,2010,N
453,60,149367,IN,100/300,500,1298.91,6000000,MALE,PhD,craft-repair,dancing,unmarried,1/6/2015,Single Vehicle Collision,Front Collision,Major Damage,NC,Springfield,0,1,YES,0,?,70000,14000,7000,49000,Ford,F150,2015,Y
210,41,395269,IL,500/1000,500,1222.75,0,MALE,High School,exec-managerial,polo,other-relative,1/30/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Columbus,12,3,?,2,NO,81070,14740,14740,51590,BMW,X5,2001,N
168,32,981123,IN,100/300,1000,1059.52,0,MALE,MD,protective-serv,camping,own-child,3/1/2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Hillsdale,13,2,?,1,?,57720,14430,9620,33670,Saab,93,2007,N
390,51,143626,OH,250/500,2000,1124.38,0,MALE,Associate,armed-forces,reading,other-relative,2/24/2015,Vehicle Theft,?,Minor Damage,VA,Northbrook,9,1,YES,1,YES,7080,1180,1180,4720,Ford,F150,2001,N
258,46,648397,IN,100/300,1000,1110.37,10000000,MALE,MD,machine-op-inspct,hiking,other-relative,1/24/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Riverwood,14,3,NO,0,?,47700,4770,9540,33390,Accura,MDX,1997,Y
107,31,154982,IL,500/1000,2000,1374.22,0,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,2/26/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Hillsdale,16,1,NO,0,NO,51260,9320,9320,32620,Suburu,Legacy,2002,N
225,41,330591,OH,500/1000,2000,1103.58,0,MALE,High School,exec-managerial,exercise,unmarried,1/19/2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbend,20,3,?,2,NO,70400,6400,12800,51200,Toyota,Highlander,2011,Y
164,38,319232,IL,250/500,2000,1269.76,0,FEMALE,PhD,transport-moving,yachting,not-in-family,1/17/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Hillsdale,4,1,NO,1,YES,90000,18000,9000,63000,Ford,Fusion,2015,N
245,39,531640,OH,250/500,500,964.79,8000000,FEMALE,Associate,adm-clerical,camping,husband,2/20/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,7,3,?,0,?,72820,13240,6620,52960,BMW,3 Series,2010,N
255,41,368050,IL,500/1000,2000,1167.3,4000000,MALE,High School,priv-house-serv,board-games,other-relative,2/22/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Hillsdale,22,1,NO,2,?,69300,13860,13860,41580,Volkswagen,Passat,2000,N
206,36,253791,IL,500/1000,500,1625.45,4000000,FEMALE,MD,other-service,video-games,other-relative,1/23/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbrook,11,1,NO,2,NO,76560,12760,12760,51040,Ford,Fusion,2008,Y
203,38,155724,IL,250/500,500,1394.43,0,FEMALE,Masters,other-service,skydiving,not-in-family,1/31/2015,Single Vehicle Collision,Front Collision,Major Damage,VA,Columbus,7,1,?,0,YES,55440,0,6160,49280,Nissan,Maxima,1999,Y
22,25,824540,OH,250/500,2000,1053.24,0,FEMALE,College,prof-specialty,movies,other-relative,1/5/2015,Multi-vehicle Collision,Front Collision,Total Loss,NC,Arlington,0,4,YES,1,NO,77130,8570,17140,51420,Accura,MDX,1995,N
211,35,717392,IL,100/300,500,1040.75,0,FEMALE,JD,prof-specialty,paintball,not-in-family,2/3/2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Northbend,1,1,YES,1,?,42000,7000,7000,28000,BMW,X5,2011,N
206,39,965768,IN,250/500,1000,1302.4,6000000,MALE,JD,craft-repair,dancing,unmarried,2/17/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Hillsdale,12,3,NO,2,YES,36300,3300,9900,23100,Ford,Escape,2013,N
166,38,414779,IL,100/300,2000,1588.55,0,MALE,MD,protective-serv,video-games,unmarried,1/9/2015,Single Vehicle Collision,Side Collision,Total Loss,WV,Columbus,8,1,NO,0,?,40320,5760,5760,28800,Suburu,Impreza,2001,N
165,32,428230,IN,500/1000,500,1399.26,0,FEMALE,High School,tech-support,exercise,own-child,2/8/2015,Parked Car,?,Minor Damage,PA,Northbrook,9,1,?,2,?,3960,330,660,2970,BMW,M5,1998,N
274,43,517240,OH,100/300,2000,1352.31,0,MALE,College,farming-fishing,basketball,wife,2/6/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbend,22,1,YES,0,YES,63840,10640,10640,42560,BMW,X5,2006,Y
81,28,469874,IL,250/500,1000,1139,6000000,FEMALE,Masters,sales,sleeping,husband,1/14/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Northbend,0,3,?,1,?,44730,4970,4970,34790,Saab,92x,2000,Y
280,45,718428,IN,250/500,1000,1397.67,0,MALE,JD,machine-op-inspct,camping,wife,1/22/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Arlington,0,3,YES,1,NO,84720,14120,14120,56480,Ford,Escape,1999,N
194,39,620215,IN,250/500,500,823.17,0,MALE,Masters,adm-clerical,paintball,own-child,2/23/2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,Columbus,3,3,?,2,NO,61500,6150,12300,43050,Dodge,RAM,2012,N
112,27,618659,OH,100/300,500,965.13,0,FEMALE,Masters,tech-support,exercise,unmarried,2/22/2015,Multi-vehicle Collision,Front Collision,Major Damage,NC,Arlington,21,3,?,0,?,51000,8500,8500,34000,Nissan,Pathfinder,2013,N
24,33,649082,IL,500/1000,1000,1922.84,0,FEMALE,High School,machine-op-inspct,skydiving,wife,1/24/2015,Single Vehicle Collision,Side Collision,Total Loss,WV,Northbend,0,1,?,2,NO,46800,4680,9360,32760,Jeep,Wrangler,2002,N
93,32,437573,OH,250/500,2000,1624.82,0,MALE,PhD,exec-managerial,basketball,unmarried,2/9/2015,Single Vehicle Collision,Side Collision,Minor Damage,WV,Northbend,16,1,?,1,?,78120,17360,8680,52080,BMW,3 Series,2006,N
171,34,964657,IN,250/500,2000,1277.25,0,FEMALE,College,exec-managerial,yachting,other-relative,1/19/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Springfield,14,1,NO,1,?,69200,13840,6920,48440,Volkswagen,Passat,1996,Y
200,40,932502,IL,100/300,1000,1439.34,0,FEMALE,High School,sales,exercise,other-relative,1/1/2015,Vehicle Theft,?,Minor Damage,VA,Riverwood,9,1,?,0,NO,3690,410,410,2870,Ford,Escape,2015,N
120,28,434507,IL,250/500,1000,1281.27,0,FEMALE,PhD,tech-support,golf,not-in-family,1/7/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Springfield,9,3,NO,0,?,65500,6550,6550,52400,BMW,X5,2010,N
325,46,935277,IL,500/1000,500,1348.83,0,FEMALE,High School,prof-specialty,basketball,wife,2/1/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Springfield,21,3,?,1,YES,76120,13840,6920,55360,Toyota,Camry,1999,N
124,32,756054,IL,250/500,1000,1198.15,0,FEMALE,MD,other-service,hiking,not-in-family,2/21/2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Springfield,19,3,NO,0,YES,73560,12260,12260,49040,BMW,X5,1995,N
211,35,682387,OH,100/300,2000,1221.22,0,MALE,Masters,machine-op-inspct,camping,other-relative,1/21/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Northbend,2,1,YES,0,?,52030,9460,4730,37840,Mercedes,E400,2008,N
287,41,456604,IL,500/1000,2000,968.74,0,MALE,Masters,transport-moving,video-games,wife,1/19/2015,Vehicle Theft,?,Trivial Damage,SC,Northbrook,9,1,?,2,?,5170,470,940,3760,Suburu,Forrestor,2001,N
122,34,139872,IN,250/500,1000,1220.71,0,MALE,PhD,machine-op-inspct,video-games,own-child,2/27/2015,Parked Car,?,Minor Damage,SC,Northbend,5,1,?,2,YES,8190,1890,1260,5040,Chevrolet,Silverado,2013,N
22,29,354105,IN,250/500,2000,1238.62,6000000,MALE,MD,exec-managerial,yachting,other-relative,2/14/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Springfield,14,1,?,2,?,70800,7080,14160,49560,Accura,MDX,2012,Y
106,31,165485,IL,500/1000,2000,1320.75,0,FEMALE,JD,farming-fishing,video-games,wife,2/1/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Springfield,20,3,?,0,YES,45630,5070,5070,35490,Accura,MDX,2011,N
398,58,515050,OH,100/300,500,990.98,0,FEMALE,Associate,exec-managerial,cross-fit,wife,2/2/2015,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbrook,18,1,YES,2,?,99320,7640,15280,76400,Accura,TL,2002,Y
214,41,795686,IL,500/1000,500,1398.51,4000000,MALE,Masters,tech-support,polo,not-in-family,2/1/2015,Multi-vehicle Collision,Side Collision,Major Damage,NC,Northbend,13,3,?,2,NO,64000,12800,6400,44800,BMW,X6,1996,Y
209,38,395983,OH,100/300,500,1355.08,0,FEMALE,MD,other-service,golf,other-relative,1/19/2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Northbrook,21,1,?,1,?,47300,4730,4730,37840,Nissan,Pathfinder,2014,N
82,27,119513,IL,100/300,1000,1384.51,0,MALE,PhD,adm-clerical,reading,not-in-family,2/18/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Springfield,14,1,NO,2,?,71680,8960,8960,53760,Volkswagen,Jetta,2007,Y
193,41,217938,OH,250/500,500,847.03,0,FEMALE,JD,craft-repair,skydiving,not-in-family,2/8/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Springfield,1,1,?,1,YES,112320,17280,17280,77760,Suburu,Impreza,2011,Y
134,32,203914,OH,100/300,1000,1000.06,0,FEMALE,PhD,farming-fishing,base-jumping,wife,1/9/2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Columbus,17,1,?,1,?,82720,7520,15040,60160,Audi,A3,2014,N
288,45,565157,IL,100/300,1000,1046.71,0,MALE,Masters,priv-house-serv,polo,husband,2/27/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Hillsdale,4,3,?,2,?,48060,10680,5340,32040,Mercedes,C300,2009,N
104,32,904191,IN,250/500,500,1158.03,0,MALE,High School,exec-managerial,kayaking,own-child,1/8/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Riverwood,23,3,YES,1,YES,63570,9780,9780,44010,Volkswagen,Jetta,2006,Y
431,54,419510,OH,100/300,1000,1372.27,0,FEMALE,Masters,craft-repair,paintball,own-child,1/8/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Columbus,13,3,NO,2,?,63240,10540,10540,42160,Suburu,Forrestor,1997,N
101,33,575000,OH,100/300,1000,1053.04,7000000,FEMALE,Masters,other-service,reading,own-child,2/24/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Northbrook,20,3,NO,1,?,54240,9040,9040,36160,Saab,93,2013,Y
375,50,120485,OH,100/300,1000,1275.39,0,MALE,Associate,sales,bungie-jumping,other-relative,2/12/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Riverwood,16,1,YES,2,NO,37280,0,0,37280,Audi,A5,1996,Y
461,61,781181,OH,100/300,2000,1402.75,0,MALE,JD,exec-managerial,exercise,husband,2/18/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Columbus,10,3,?,2,YES,72100,7210,14420,50470,Jeep,Wrangler,2006,N
428,59,299796,IN,250/500,500,1344.36,7000000,FEMALE,JD,prof-specialty,hiking,other-relative,2/6/2015,Parked Car,?,Minor Damage,WV,Northbend,8,1,?,2,NO,6500,1300,650,4550,Saab,92x,2013,N
45,38,589749,IN,100/300,1000,1197.71,0,MALE,Masters,machine-op-inspct,movies,not-in-family,2/14/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Springfield,17,3,?,2,?,78240,13040,13040,52160,Suburu,Legacy,2013,N
136,29,854021,OH,100/300,500,1203.24,0,FEMALE,JD,transport-moving,video-games,other-relative,2/5/2015,Vehicle Theft,?,Minor Damage,NY,Columbus,9,1,?,2,?,6200,1240,620,4340,Honda,Accord,1999,N
216,36,454086,IN,500/1000,1000,1152.4,0,FEMALE,Associate,priv-house-serv,reading,unmarried,1/25/2015,Parked Car,?,Minor Damage,VA,Springfield,0,1,YES,2,?,6160,560,1680,3920,Mercedes,E400,2014,N
278,48,139484,IN,500/1000,2000,1142.62,7000000,FEMALE,MD,farming-fishing,dancing,not-in-family,1/16/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Northbrook,12,1,?,2,?,76050,11700,11700,52650,Chevrolet,Silverado,1997,N
295,48,678849,OH,500/1000,1000,1332.07,0,FEMALE,MD,exec-managerial,polo,unmarried,1/28/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Hillsdale,20,2,NO,2,YES,86060,13240,13240,59580,Volkswagen,Passat,2002,N
112,30,346940,OH,500/1000,1000,1166.54,0,FEMALE,Masters,prof-specialty,sleeping,not-in-family,1/21/2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Arlington,3,1,YES,2,NO,107900,10790,21580,75530,Dodge,Neon,1997,Y
122,34,985436,IL,250/500,500,1495.06,0,FEMALE,Masters,prof-specialty,polo,unmarried,1/7/2015,Multi-vehicle Collision,Rear Collision,Total Loss,PA,Columbus,18,3,NO,2,YES,99990,18180,18180,63630,Mercedes,E400,2011,N
108,29,237418,IN,500/1000,1000,1337.92,0,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,2/23/2015,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Columbus,4,3,NO,2,YES,61380,11160,5580,44640,Suburu,Legacy,2012,N
14,28,335780,OH,250/500,2000,1587.96,0,FEMALE,Associate,craft-repair,board-games,unmarried,2/14/2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Riverwood,18,1,?,2,YES,71280,12960,12960,45360,Audi,A5,2012,Y
298,45,491392,IL,500/1000,1000,1362.29,0,MALE,High School,farming-fishing,yachting,unmarried,2/27/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Northbend,18,3,NO,0,NO,64000,12800,6400,44800,Saab,95,1999,N
276,46,140880,IL,250/500,500,1448.84,0,FEMALE,Masters,machine-op-inspct,bungie-jumping,husband,2/21/2015,Parked Car,?,Trivial Damage,SC,Hillsdale,7,1,?,0,NO,5940,660,660,4620,Toyota,Highlander,2015,N
47,37,962591,IN,250/500,2000,1241.97,0,MALE,High School,other-service,movies,not-in-family,1/5/2015,Parked Car,?,Minor Damage,NY,Hillsdale,18,1,NO,1,NO,6700,670,670,5360,Jeep,Wrangler,2011,N
222,42,922565,IL,250/500,500,1124.6,0,MALE,Associate,armed-forces,hiking,not-in-family,1/30/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,23,3,YES,0,?,51740,11940,7960,31840,Jeep,Wrangler,2006,N
119,28,288580,OH,250/500,2000,1079.92,0,MALE,High School,machine-op-inspct,hiking,husband,2/26/2015,Single Vehicle Collision,Rear Collision,Total Loss,PA,Riverwood,1,1,?,0,YES,53600,6700,6700,40200,Volkswagen,Jetta,2007,Y
73,29,154280,IL,250/500,1000,1447.78,0,MALE,College,protective-serv,board-games,wife,1/10/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Arlington,15,3,YES,1,?,44910,4990,4990,34930,Dodge,Neon,2001,N
8,31,425973,IN,250/500,500,1229.16,4000000,FEMALE,MD,transport-moving,kayaking,wife,2/23/2015,Multi-vehicle Collision,Front Collision,Major Damage,PA,Hillsdale,2,3,?,0,YES,48100,11100,7400,29600,Volkswagen,Jetta,2014,N
294,44,477177,IL,100/300,1000,1226.49,0,FEMALE,PhD,farming-fishing,kayaking,unmarried,2/5/2015,Vehicle Theft,?,Trivial Damage,WV,Riverwood,3,1,NO,0,NO,6100,610,1220,4270,Ford,Fusion,2002,N
324,46,648509,IN,100/300,2000,897.89,6000000,MALE,MD,tech-support,board-games,wife,1/21/2015,Single Vehicle Collision,Rear Collision,Minor Damage,PA,Hillsdale,13,1,?,1,YES,79600,15920,15920,47760,Jeep,Wrangler,2011,N
155,34,914815,IN,100/300,500,1706.79,0,MALE,Masters,protective-serv,dancing,other-relative,1/7/2015,Single Vehicle Collision,Front Collision,Minor Damage,OH,Hillsdale,1,1,NO,1,YES,77040,8560,8560,59920,Honda,Civic,1998,N
261,45,249048,IL,250/500,1000,1254.18,0,FEMALE,PhD,prof-specialty,kayaking,other-relative,1/11/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Columbus,16,1,YES,0,?,62590,11380,11380,39830,Volkswagen,Jetta,2003,N
245,40,144323,IN,500/1000,500,885.08,0,FEMALE,Masters,armed-forces,skydiving,other-relative,2/6/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Northbend,0,1,YES,0,NO,85150,13100,13100,58950,Chevrolet,Malibu,1998,N
235,39,651861,IL,100/300,500,1046.58,4000000,MALE,MD,tech-support,exercise,wife,1/24/2015,Vehicle Theft,?,Trivial Damage,NY,Hillsdale,1,1,?,2,NO,4950,450,900,3600,Chevrolet,Silverado,2010,N
53,36,125324,OH,500/1000,2000,1712.68,0,MALE,Associate,handlers-cleaners,basketball,not-in-family,2/18/2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Riverwood,17,3,?,2,YES,51100,10220,5110,35770,Audi,A3,2006,N
426,54,398102,IL,500/1000,2000,1097.71,0,FEMALE,Masters,adm-clerical,reading,not-in-family,1/12/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Springfield,13,1,YES,2,?,100800,16800,16800,67200,Dodge,Neon,1997,N
111,27,514065,IN,250/500,500,1363.77,4000000,FEMALE,Masters,tech-support,exercise,husband,1/17/2015,Single Vehicle Collision,Side Collision,Total Loss,VA,Springfield,12,1,YES,2,NO,90970,16540,16540,57890,Accura,RSX,2009,N
86,26,391652,OH,100/300,500,1382.88,7000000,MALE,JD,tech-support,cross-fit,other-relative,1/12/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Northbend,11,1,?,1,YES,81840,14880,7440,59520,Chevrolet,Malibu,2011,Y
296,46,922167,OH,100/300,1000,1141.35,7000000,MALE,Masters,craft-repair,sleeping,not-in-family,1/6/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbend,18,1,?,0,NO,54900,5490,5490,43920,Mercedes,C300,2013,N
125,35,442795,OH,500/1000,500,1054.83,7000000,MALE,JD,tech-support,cross-fit,husband,2/25/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Northbend,17,1,YES,2,NO,88660,8060,16120,64480,Mercedes,C300,2007,Y
177,34,226330,IL,100/300,2000,1057.77,0,FEMALE,JD,tech-support,bungie-jumping,unmarried,2/16/2015,Multi-vehicle Collision,Front Collision,Total Loss,NC,Riverwood,22,3,?,1,NO,18000,2250,2250,13500,Audi,A3,2009,N
238,39,134430,IN,250/500,2000,1488.02,0,FEMALE,JD,protective-serv,exercise,other-relative,2/25/2015,Vehicle Theft,?,Minor Damage,NY,Northbrook,9,1,YES,1,YES,5500,1100,550,3850,Chevrolet,Tahoe,2010,N
81,25,524230,IN,100/300,500,920.3,5000000,FEMALE,High School,tech-support,hiking,own-child,2/21/2015,Multi-vehicle Collision,Rear Collision,Major Damage,WV,Hillsdale,11,3,?,1,?,73920,13440,6720,53760,Honda,Civic,2003,Y
128,28,438817,OH,500/1000,1000,986.53,0,FEMALE,High School,adm-clerical,polo,other-relative,2/16/2015,Single Vehicle Collision,Rear Collision,Total Loss,VA,Columbus,11,1,NO,0,YES,101860,18520,18520,64820,Honda,CRV,2007,N
449,57,293794,OH,250/500,2000,1440.68,0,MALE,Associate,tech-support,movies,own-child,2/9/2015,Parked Car,?,Minor Damage,SC,Riverwood,8,1,YES,0,YES,5390,980,980,3430,Volkswagen,Passat,2008,N
252,39,868283,IN,250/500,1000,1086.21,0,MALE,JD,farming-fishing,hiking,unmarried,2/13/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Springfield,18,1,?,1,?,50490,5610,5610,39270,Nissan,Maxima,2001,N
359,47,828890,OH,100/300,2000,1367.68,0,FEMALE,MD,handlers-cleaners,basketball,unmarried,1/11/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Arlington,13,1,NO,0,NO,55500,5550,11100,38850,Mercedes,C300,2012,N
19,32,882920,OH,500/1000,1000,1215.85,0,MALE,High School,other-service,hiking,husband,1/2/2015,Vehicle Theft,?,Minor Damage,VA,Hillsdale,8,1,YES,1,YES,7040,1280,640,5120,Nissan,Maxima,2015,N
73,26,918777,IL,250/500,2000,1191.19,4000000,MALE,MD,farming-fishing,basketball,not-in-family,2/12/2015,Multi-vehicle Collision,Rear Collision,Total Loss,VA,Northbrook,9,3,?,0,YES,40160,5020,0,35140,Chevrolet,Tahoe,2003,N
285,44,212580,IL,500/1000,1000,1594.45,0,MALE,High School,handlers-cleaners,bungie-jumping,husband,2/5/2015,Multi-vehicle Collision,Side Collision,Total Loss,NC,Columbus,17,2,YES,2,NO,55680,6960,6960,41760,Saab,95,2006,N
196,36,602410,IN,250/500,2000,1463.07,0,MALE,MD,armed-forces,skydiving,own-child,1/24/2015,Vehicle Theft,?,Trivial Damage,WV,Springfield,3,1,?,1,NO,5300,530,530,4240,Jeep,Grand Cherokee,2001,Y
223,43,976971,OH,250/500,500,1734.09,0,FEMALE,MD,adm-clerical,camping,not-in-family,1/12/2015,Parked Car,?,Trivial Damage,WV,Arlington,6,1,YES,0,?,5200,650,650,3900,Accura,MDX,2006,N
328,48,630226,IL,250/500,500,1411.43,0,MALE,Masters,armed-forces,bungie-jumping,own-child,1/16/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Riverwood,17,1,YES,2,NO,59400,5940,11880,41580,Honda,Civic,2014,N
285,43,171254,OH,100/300,2000,1512.58,0,FEMALE,College,sales,paintball,other-relative,1/13/2015,Vehicle Theft,?,Minor Damage,SC,Arlington,7,1,?,1,?,2520,280,280,1960,BMW,3 Series,1997,N
30,31,247116,IL,250/500,2000,1153.35,0,MALE,PhD,craft-repair,golf,not-in-family,2/2/2015,Vehicle Theft,?,Trivial Damage,NY,Hillsdale,9,1,NO,2,YES,5760,960,960,3840,Suburu,Impreza,2011,N
342,49,505969,OH,250/500,500,1722.95,0,MALE,PhD,transport-moving,base-jumping,not-in-family,2/28/2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Hillsdale,3,1,?,2,YES,76700,7670,7670,61360,Suburu,Legacy,2006,N
219,39,653864,IN,250/500,2000,1281.07,7000000,FEMALE,High School,protective-serv,board-games,unmarried,1/18/2015,Parked Car,?,Trivial Damage,NY,Springfield,6,1,NO,0,NO,5920,740,740,4440,Chevrolet,Malibu,2015,N
468,62,586367,IL,100/300,500,1011.92,0,MALE,PhD,machine-op-inspct,paintball,wife,2/15/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Riverwood,7,3,YES,0,?,64350,7150,7150,50050,Chevrolet,Tahoe,2009,N
241,39,896890,IL,250/500,2000,1042.26,0,MALE,JD,sales,kayaking,husband,1/31/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbend,21,3,NO,1,?,19080,4240,2120,12720,Saab,93,1995,N
223,43,650026,OH,500/1000,500,1235.1,0,FEMALE,Masters,tech-support,exercise,not-in-family,2/10/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Springfield,14,1,NO,2,NO,54400,5440,5440,43520,BMW,M5,2011,N
128,32,547744,OH,100/300,2000,768.91,0,FEMALE,College,sales,chess,other-relative,2/26/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Columbus,0,1,?,1,NO,59800,5980,5980,47840,Ford,F150,1999,Y
124,29,598124,OH,500/1000,500,1301.72,0,MALE,Masters,handlers-cleaners,golf,husband,2/25/2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Springfield,14,3,?,0,YES,72000,7200,7200,57600,Audi,A3,2005,N
343,48,436126,IN,250/500,500,1451.54,3000000,MALE,JD,adm-clerical,hiking,husband,1/8/2015,Multi-vehicle Collision,Side Collision,Total Loss,SC,Riverwood,13,4,NO,2,NO,65070,7230,14460,43380,Mercedes,C300,2003,N
404,53,739447,IN,250/500,500,767.14,0,MALE,Associate,sales,reading,not-in-family,1/14/2015,Parked Car,?,Trivial Damage,WV,Columbus,8,1,NO,0,NO,8800,1760,880,6160,Suburu,Legacy,2002,N
